x,y,layer1,layer2,voltage1,voltage2,current
753.731,-85.6998,MID_LAYER_2,MID_LAYER_3,0.000764306,0.000762684,0.016165
753.731,-85.6998,MID_LAYER_3,MID_LAYER_4,0.000762684,0.00075553,0.015069
753.731,-85.6998,MID_LAYER_4,BOTTOM_LAYER,0.00075553,0.000754153,0.0174337
756.251,1646.58,TOP_LAYER,MID_LAYER_1,0.00103083,0.00102951,0.0166754
756.251,1646.58,MID_LAYER_1,MID_LAYER_2,0.00102951,0.00101821,0.0238043
756.251,1646.58,MID_LAYER_2,MID_LAYER_3,0.00101821,0.00101592,0.0227762
756.251,1646.58,MID_LAYER_3,MID_LAYER_4,0.00101592,0.00100578,0.0213622
756.251,1646.58,MID_LAYER_4,BOTTOM_LAYER,0.00100578,0.0010045,0.0162897
793.101,-85.6998,TOP_LAYER,MID_LAYER_1,0.000785312,0.000784538,0.00979884
793.101,-85.6998,MID_LAYER_1,MID_LAYER_2,0.000784538,0.000777572,0.0146738
793.101,-85.6998,MID_LAYER_2,MID_LAYER_3,0.000777572,0.000776178,0.0138966
793.101,-85.6998,MID_LAYER_3,MID_LAYER_4,0.000776178,0.000769891,0.0132434
793.101,-85.6998,MID_LAYER_4,BOTTOM_LAYER,0.000769891,0.000768966,0.0117076
795.621,1646.58,TOP_LAYER,MID_LAYER_1,0.00103837,0.00103721,0.0147244
795.621,1646.58,MID_LAYER_1,MID_LAYER_2,0.00103721,0.00102714,0.0212013
795.621,1646.58,MID_LAYER_2,MID_LAYER_3,0.00102714,0.00102511,0.0202471
795.621,1646.58,MID_LAYER_3,MID_LAYER_4,0.00102511,0.00101612,0.0189278
795.621,1646.58,MID_LAYER_4,BOTTOM_LAYER,0.00101612,0.00101502,0.0140175
793.767,657.885,TOP_LAYER,MID_LAYER_1,0.00102242,0.00101506,0.0351944
793.767,657.885,MID_LAYER_1,MID_LAYER_2,0.00101506,0.000995605,0.0154868
793.767,657.885,MID_LAYER_2,MID_LAYER_3,0.000995605,0.000992372,0.0121763
793.767,657.885,MID_LAYER_3,MID_LAYER_4,0.000992372,0.000952086,0.0320668
793.767,657.885,MID_LAYER_4,BOTTOM_LAYER,0.000952086,0.000948647,0.0164538
793.767,894.105,TOP_LAYER,MID_LAYER_1,0.00113267,0.00112882,0.0184029
793.767,894.105,MID_LAYER_1,MID_LAYER_2,0.00112882,0.00106511,0.0507129
793.767,894.105,MID_LAYER_2,MID_LAYER_3,0.00106511,0.00105538,0.0366385
793.767,894.105,MID_LAYER_3,MID_LAYER_4,0.00105538,0.00101589,0.0314334
793.767,894.105,MID_LAYER_4,BOTTOM_LAYER,0.00101589,0.00100772,0.03912
793.767,1012.22,TOP_LAYER,MID_LAYER_1,0.00117497,0.00116299,0.0573553
793.767,1012.22,MID_LAYER_1,MID_LAYER_2,0.00116299,0.00108673,0.0606962
793.767,1012.22,MID_LAYER_2,MID_LAYER_3,0.00108673,0.00107372,0.0490272
793.767,1012.22,MID_LAYER_3,MID_LAYER_4,0.00107372,0.00102485,0.0388968
793.767,1012.22,MID_LAYER_4,BOTTOM_LAYER,0.00102485,0.00101833,0.0311988
