x;y;layer1;layer2;voltage1;voltage2;current
-71.7804;347.371;MID_LAYER_1;MID_LAYER_2;9.50645e-05;9.45615e-05;0.00105953
-71.7804;347.371;MID_LAYER_2;MID_LAYER_3;9.45615e-05;9.44409e-05;0.00120214
-71.7804;347.371;MID_LAYER_3;MID_LAYER_4;9.44409e-05;9.3845e-05;0.00125522
-71.7804;347.371;MID_LAYER_4;BOTTOM_LAYER;9.3845e-05;9.3765e-05;0.00101318
-71.7804;386.741;TOP_LAYER;MID_LAYER_1;9.54376e-05;9.53846e-05;0.000671336
-71.7804;386.741;MID_LAYER_1;MID_LAYER_2;9.53846e-05;9.49221e-05;0.000974175
-71.7804;386.741;MID_LAYER_2;MID_LAYER_3;9.49221e-05;9.48133e-05;0.00108432
-71.7804;386.741;MID_LAYER_3;MID_LAYER_4;9.48133e-05;9.4285e-05;0.00111274
-71.7804;386.741;MID_LAYER_4;BOTTOM_LAYER;9.4285e-05;9.42158e-05;0.000876763
-71.7804;426.111;TOP_LAYER;MID_LAYER_1;9.5741e-05;9.56932e-05;0.000605436
-71.7804;426.111;MID_LAYER_1;MID_LAYER_2;9.56932e-05;9.52726e-05;0.000886036
